69,68
69,68
68,68
67,68
66,68
65,68
65,67
65,67
65,66
66,66
67,66
68,66
68,67
69,68
69,69
69,70
69,70
68,70
68,70
67,70
66,69
66,68
66,67
66,67
67,67
68,67
69,67
70,68
70,68
70,69
70,70
70,70
69,70
69,70
68,69
67,69
67,68
67,68
68,67
69,67
70,67
71,68
71,68
71,69
71,70
71,71
70,71
69,71
68,70
67,70
67,69
67,69
68,68
69,68
70,68
71,68
72,69
72,69
72,70
72,70
71,71
71,71
70,71
69,70
69,69
69,69
69,68
70,68
71,68
72,68
72,69
73,70
73,71
73,72
72,72
71,72
70,71
69,71
69,70
69,70
70,69
70,69
71,69
72,69
73,70
73,71
73,72
73,72
72,72
71,72
71,72
70,71
70,71
70,70
70,70
71,69
72,69
73,69
74,70
74,71
74,72
74,72
73,73
72,73
71,73
70,72
70,71
70,70
71,70
72,69
73,70
74,70
74,71
74,72
74,73
74,73
73,74
72,73
71,73
71,72
70,71
71,71
71,70
72,70
73,70
74,70
75,71
75,71
75,72
75,73
74,73
73,73
72,73
71,72
71,72
71,71
72,71
73,71
74,71
74,71
75,72
75,73
75,74
74,74
73,74
72,74
71,73
71,73
71,72
72,71
73,71
74,70
75,71
75,71
75,72
75,73
74,74
74,74
73,74
72,74
71,74
71,73
71,72
72,71
73,71
74,71
75,71
75,72
75,73
75,74
74,75
73,75
72,75
71,75
71,74
71,74
71,73
72,73
73,72
73,72
74,72
74,73
74,74
74,75
73,76
72,76
71,76
70,75
70,75
70,74
71,74
71,73
72,73
73,73
74,74
74,75
74,76
74,76
73,77
72,77
71,76
70,75
70,74
70,73
71,73
72,72
73,72
74,73
75,73
75,74
75,74
74,75
74,75
73,75
72,74
72,74
71,73
72,73
73,72
74,72
75,72
76,73
76,74
76,75
76,76
75,76
74,76
73,76
72,75
72,74
72,73
73,73
74,73
75,73
76,73
76,74
76,75
76,75
75,76
75,76
74,76
73,75
73,74
73,73
74,73
75,72
76,72
77,72
77,73
77,74
77,75
76,76
76,76
75,76
74,75
73,75
73,74
74,73
75,73
76,73
77,73
77,73
77,74
77,75
77,76
76,76
75,76
74,76
73,75
73,74
73,73
74,72
75,72
76,72
77,72
77,73
77,74
77,75
76,75
75,75
74,75
73,75
73,75
73,74
74,74
75,73
76,73
77,73
77,74
77,75
77,76
76,76
75,76
74,76
73,76
73,75
73,75
74,74
75,73
76,73
77,73
78,74
78,74
78,75
77,76
76,76
75,76
74,76
74,75
74,75
75,74
76,74
77,73
78,73
78,74
78,75
78,76
77,77
76,77
75,77
74,77
74,76
74,75
74,74
75,74
76,73
77,74
78,74
78,75
78,75
77,76
77,77
76,77
75,77
74,76
74,76
74,75
75,74
76,74
77,74
78,74
78,75
78,75
77,76
77,76
76,77
76,77
75,77
75,76
75,75
76,74
77,73
78,73
78,73
79,73
79,74
79,75
78,76
77,76
76,77
75,76
75,76
75,75
76,74
77,74
78,74
79,74
79,74
79,75
78,76
78,77
77,77
76,78
75,77
75,77
76,76
76,75
77,74
78,74
78,74
78,74
78,75
77,76
77,77
76,78
75,78
75,78
75,77
75,76
76,75
77,74
78,73
79,73
79,73
79,74
79,75
78,76
77,76
76,76
76,76
75,76
76,75
77,75
78,74
79,74
79,74
79,74
79,75
78,75
77,76
76,76
75,77
75,77
75,77
76,76
77,75
78,74
78,74
79,73
79,73
79,73
78,74
78,75
77,76
76,76
75,77
75,76
76,76
77,75
78,75
78,74
79,74
79,74
79,75
78,76
77,77
76,77
75,78
75,78
75,78
76,77
77,77
78,76
79,76
79,75
79,75
79,75
78,76
77,77
76,78
75,78
75,78
75,78
76,77
77,77
78,76
79,76
79,75
79,75
79,75
78,76
78,77
77,78
76,79
76,79
76,79
77,78
77,77
78,76
78,75
78,74
78,74
77,74
76,74
75,75
73,75
72,75
71,75
70,74
70,73
71,72
71,71
72,70
72,69
72,68
71,68
70,68
69,68
68,68
67,68
65,68
64,68
63,68
62,67
62,66
62,65
62,64
63,63
63,62
63,61
63,60
62,60
61,60
60,60
59,60
58,60
57,60
56,60
55,60
54,60
54,59
53,58
53,57
53,56
53,55
53,54
54,53
54,52
54,51
54,51
53,51
52,51
51,51
50,51
49,51
48,51
47,51
46,51
45,51
45,50
44,49
44,48
44,47
44,46
44,46
44,45
45,44
45,43
45,43
45,42
45,42
44,42
44,42
43,42
43,42
42,42
41,42
40,42
39,42
38,42
37,42
37,41
36,41
36,40
35,39
35,39
35,38
35,37
35,37
35,36
35,36
35,35
35,35
35,34
35,34
35,33
35,33
35,33
34,33
34,33
33,33
33,33
32,33
32,33
31,33
31,33
30,33
29,33
29,33
28,32
28,32
27,31
27,31
26,30
26,30
26,29
26,29
26,28
26,28
26,27
26,27
26,26
26,26
26,25
26,25
26,24
26,24
26,24
26,24
26,24
26,23
25,23
25,23
24,23
24,23
23,23
23,23
22,23
22,23
21,23
21,23
21,23
20,23
20,22
19,22
19,22
18,21
18,21
17,21
17,20
17,20
17,19
16,19
16,19
16,18
16,18
16,17
16,17
15,16
15,16
15,15
15,15
15,15
15,15
15,14
15,14
15,14
14,13
14,13
14,13
14,13
14,13
14,12
14,12
14,12
14,12
14,12
14,12
13,11
13,11
13,11
12,11
12,10
12,10
12,10
11,10
11,10
10,10
10,10
10,10
10,10
10,9
10,9
10,9
10,9
9,9
9,9
8,8
8,8
8,8
8,8
8,7
8,7
7,7
7,7
7,7
7,7
7,7
6,7
6,6
6,6
6,6
5,6
5,6
5,5
5,5
5,5
5,5
5,4
5,4
4,4
4,4
4,4
3,4
3,4
3,3
3,3
3,3
3,3
3,3
3,3
3,3
2,2
2,2
2,2
2,2
1,2
1,2
1,1
1,1
1,1
1,1
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,
